gene_id,summary
5153,"The protein encoded by this gene belongs to the cyclic nucleotide phosphodiesterase (PDE) family, and PDE1 subfamily. Members of the PDE1 family are calmodulin-dependent PDEs that are stimulated by a calcium-calmodulin complex. This PDE has dual-specificity for the second messengers, cAMP and cGMP, with a preference for cGMP as a substrate. cAMP and cGMP function as key regulators of many important physiological processes. Alternatively spliced transcript variants encoding different isoforms have been described for this gene.[provided by RefSeq, Jul 2011]"
5137,"This gene encodes an enzyme that belongs to the 3'5'-cyclic nucleotide phosphodiesterase family. Members of this family catalyze hydrolysis of the cyclic nucleotides, cyclic adenosine monophosphate and cyclic guanosine monophosphate, to the corresponding nucleoside 5'-monophosphates. The enzyme encoded by this gene regulates proliferation and migration of vascular smooth muscle cells, and neointimal hyperplasia. This enzyme also plays a role in pathological vascular remodeling by regulating the stability of growth factor receptors, such as PDGF-receptor-beta. [provided by RefSeq, Jul 2016]"
5139,"This gene encodes a member of the cGMP-inhibited cyclic nucleotide phosphodiesterase (cGI-PDE) family. cGI-PDE enzymes hydrolyze both cAMP and cGMP, and play critical roles in many cellular processes by regulating the amplitude and duration of intracellular cyclic nucleotide signals. The encoded protein mediates platelet aggregation and also plays important roles in cardiovascular function by regulating vascular smooth muscle contraction and relaxation. Inhibitors of the encoded protein may be effective in treating congestive heart failure. Alternatively spliced transcript variants encoding multiple isoforms have been observed for this gene. [provided by RefSeq, Sep 2011]"
5141,"The protein encoded by this gene belongs to the cyclic nucleotide phosphodiesterase (PDE) family, and PDE4 subfamily. This PDE hydrolyzes the second messenger, cAMP, which is a regulator and mediator of a number of cellular responses to extracellular signals. Thus, by regulating the cellular concentration of cAMP, this protein plays a key role in many important physiological processes. Alternatively spliced transcript variants encoding different isoforms have been described for this gene.[provided by RefSeq, Jul 2011]"
5142,"This gene is a member of the type IV, cyclic AMP (cAMP)-specific, cyclic nucleotide phosphodiesterase (PDE) family. The encoded protein regulates the cellular concentrations of cyclic nucleotides and thereby play a role in signal transduction. Altered activity of this protein has been associated with schizophrenia and bipolar affective disorder. Alternative splicing and the use of alternative promoters results in multiple transcript variants encoding different isoforms. [provided by RefSeq, Jul 2014]"
5143,"The protein encoded by this gene belongs to the cyclic nucleotide phosphodiesterase (PDE) family, and PDE4 subfamily. This PDE hydrolyzes the second messenger, cAMP, which is a regulator and mediator of a number of cellular responses to extracellular signals. Thus, by regulating the cellular concentration of cAMP, this protein plays a key role in many important physiological processes. Alternatively spliced transcript variants encoding different isoforms have been described for this gene.[provided by RefSeq, Jul 2011]"
5144,"This gene encodes one of four mammalian counterparts to the fruit fly 'dunce' gene. The encoded protein has 3',5'-cyclic-AMP phosphodiesterase activity and degrades cAMP, which acts as a signal transduction molecule in multiple cell types. This gene uses different promoters to generate multiple alternatively spliced transcript variants that encode functional proteins.[provided by RefSeq, Sep 2009]"
9659,"The protein encoded by this gene serves to anchor phosphodiesterase 4D to the Golgi/centrosome region of the cell. Defects in this gene may be a cause of myeloproliferative disorder (MBD) associated with eosinophilia. Several transcript variants encoding different isoforms have been found for this gene. [provided by RefSeq, Aug 2010]"
5145,"This gene encodes the cyclic-GMP (cGMP)-specific phosphodiesterase 6A alpha subunit, expressed in cells of the retinal rod outer segment. The phosphodiesterase 6 holoenzyme is a heterotrimer composed of an alpha, beta, and two gamma subunits. cGMP is an important regulator of rod cell membrane current, and its dynamic concentration is established by phosphodiesterase 6A cGMP hydrolysis and guanylate cyclase cGMP synthesis. The protein is a subunit of a key phototransduction enzyme and participates in processes of transmission and amplification of the visual signal. Mutations in this gene have been identified as one cause of autosomal recessive retinitis pigmentosa. [provided by RefSeq, Jul 2008]"
5158,"Photon absorption triggers a signaling cascade in rod photoreceptors that activates cGMP phosphodiesterase (PDE), resulting in the rapid hydrolysis of cGMP, closure of cGMP-gated cation channels, and hyperpolarization of the cell. PDE is a peripheral membrane heterotrimeric enzyme made up of alpha, beta, and gamma subunits. This gene encodes the beta subunit. Mutations in this gene result in retinitis pigmentosa and autosomal dominant congenital stationary night blindness. Multiple transcript variants encoding different isoforms have been found for this gene. [provided by RefSeq, Feb 2009]"
5146,"This gene encodes the alpha-prime subunit of cone phosphodiesterase, which is composed of a homodimer of two alpha-prime subunits and 3 smaller proteins of 11, 13, and 15 kDa. Mutations in this gene are associated with cone dystrophy type 4 (COD4). [provided by RefSeq, Mar 2010]"
5147,"This gene encodes the delta subunit of rod-specific photoreceptor phosphodiesterase (PDE), a key enzyme in the phototransduction cascade. A similar protein in cow functions in solubilizing membrane-bound PDE. In addition to its role in the PDE complex, the encoded protein is thought to bind to prenyl groups of proteins to target them to subcellular organelles called cilia. Mutations in this gene are associated with Joubert syndrome-22. Alternative splicing results in multiple splice variants. [provided by RefSeq, Mar 2014]"
5148,"This gene encodes the gamma subunit of cyclic GMP-phosphodiesterase, which is composed of alpha- and beta- catalytic subunits and two identical, inhibitory gamma subunits. This gene is expressed in rod photoreceptors and functions in the phototransduction signaling cascade. It is also expressed in a variety of other tissues, and has been shown to regulate the c-Src protein kinase and G-protein-coupled receptor kinase 2. Alternative splicing results in multiple transcript variants. [provided by RefSeq, Feb 2009]"
5149,"This gene encodes the inhibitory (or gamma) subunit of the cone-specific cGMP phosphodiesterase, which is a tetramer composed of two catalytic chains (alpha and beta), and two inhibitory chains (gamma). It is specifically expressed in the retina, and is involved in the transmission and amplification of the visual signal. Mutations in this gene are associated with retinal cone dystrophy type 3A (RCD3A). [provided by RefSeq, Mar 2010]"
5150,"The protein encoded by this gene belongs to the cyclic nucleotide phosphodiesterase (PDE) family, and PDE7 subfamily. This PDE hydrolyzes the second messenger, cAMP, which is a regulator and mediator of a number of cellular responses to extracellular signals. Thus, by regulating the cellular concentration of cAMP, this protein plays a key role in many important physiological processes. Alternatively spliced transcript variants encoding different isoforms have been described for this gene. [provided by RefSeq, Jul 2011]"
27115,"The 3',5'-cyclic nucleotides cAMP and cGMP function as second messengers in a wide variety of signal transduction pathways. 3',5'-cyclic nucleotide phosphodiesterases (PDEs) catalyze the hydrolysis of cAMP and cGMP to the corresponding 5'-monophosphates and provide a mechanism to downregulate cAMP and cGMP signaling. This gene encodes a cAMP-specific phosphodiesterase, a member of the cyclic nucleotide phosphodiesterase family.[provided by RefSeq, Apr 2009]"
5151,"The protein encoded by this gene belongs to the cyclic nucleotide phosphodiesterase (PDE) family, and PDE8 subfamily. This PDE hydrolyzes the second messenger, cAMP, which is a regulator and mediator of a number of cellular responses to extracellular signals. Thus, by regulating the cellular concentration of cAMP, this protein plays a key role in many important physiological processes. Alternatively spliced transcript variants encoding different isoforms have been found for this gene.[provided by RefSeq, Jul 2011]"
8622,"The protein encoded by this gene is a cyclic nucleotide phosphodiesterase (PDE) that catalyzes the hydrolysis of the second messenger cAMP. The encoded protein, which does not hydrolyze cGMP, is resistant to several PDE inhibitors. Defects in this gene are a cause of autosomal dominant striatal degeneration (ADSD). Several transcript variants encoding different isoforms have been found for this gene.[provided by RefSeq, Jul 2010]"
5152,"The protein encoded by this gene catalyzes the hydrolysis of cAMP and cGMP to their corresponding monophosphates. The encoded protein plays a role in signal transduction by regulating the intracellular concentration of these cyclic nucleotides. Multiple transcript variants encoding several different isoforms have been found for this gene. [provided by RefSeq, Jul 2008]"
64146,"Protein synthesis proceeds after formylation of methionine by methionyl-tRNA formyl transferase (FMT) and transfer of the charged initiator f-met tRNA to the ribosome. In eubacteria and eukaryotic organelles the product of this gene, peptide deformylase (PDF), removes the formyl group from the initiating methionine of nascent peptides. In eubacteria, deformylation of nascent peptides is required for subsequent cleavage of initiating methionines by methionine aminopeptidase. The discovery that a natural inhibitor of PDF, actinonin, acts as an antimicrobial agent in some bacteria has spurred intensive research into the design of bacterial-specific PDF inhibitors. In human cells, only mitochondrial proteins have N-formylation of initiating methionines. Protein inhibitors of PDF or siRNAs of PDF block the growth of cancer cell lines but have no effect on normal cell growth. In humans, PDF function may therefore be restricted to rapidly growing cells. [provided by RefSeq, Nov 2008]"
5154,"This gene encodes a member of the protein family comprised of both platelet-derived growth factors (PDGF) and vascular endothelial growth factors (VEGF). The encoded preproprotein is proteolytically processed to generate platelet-derived growth factor subunit A, which can homodimerize, or alternatively, heterodimerize with the related platelet-derived growth factor subunit B. These proteins bind and activate PDGF receptor tyrosine kinases, which play a role in a wide range of developmental processes. Alternative splicing results in multiple transcript variants. [provided by RefSeq, Oct 2015]"
5155,"This gene encodes a member of the protein family comprised of both platelet-derived growth factors (PDGF) and vascular endothelial growth factors (VEGF). The encoded preproprotein is proteolytically processed to generate platelet-derived growth factor subunit B, which can homodimerize, or alternatively, heterodimerize with the related platelet-derived growth factor subunit A. These proteins bind and activate PDGF receptor tyrosine kinases, which play a role in a wide range of developmental processes. Mutations in this gene are associated with meningioma. Reciprocal translocations between chromosomes 22 and 17, at sites where this gene and that for collagen type 1, alpha 1 are located, are associated with dermatofibrosarcoma protuberans, a rare skin tumor. Alternative splicing results in multiple transcript variants. [provided by RefSeq, Oct 2015]"
5156,"This gene encodes a cell surface tyrosine kinase receptor for members of the platelet-derived growth factor family. These growth factors are mitogens for cells of mesenchymal origin. The identity of the growth factor bound to a receptor monomer determines whether the functional receptor is a homodimer or a heterodimer, composed of both platelet-derived growth factor receptor alpha and beta polypeptides. Studies suggest that this gene plays a role in organ development, wound healing, and tumor progression. Mutations in this gene have been associated with idiopathic hypereosinophilic syndrome, somatic and familial gastrointestinal stromal tumors, and a variety of other cancers. [provided by RefSeq, Mar 2012]"
5159,"The protein encoded by this gene is a cell surface tyrosine kinase receptor for members of the platelet-derived growth factor family. These growth factors are mitogens for cells of mesenchymal origin. The identity of the growth factor bound to a receptor monomer determines whether the functional receptor is a homodimer (PDGFB or PDGFD) or a heterodimer (PDGFA and PDGFB). This gene is essential for normal development of the cardiovascular system and aids in rearrangement of the actin cytoskeleton. This gene is flanked on chromosome 5 by the genes for granulocyte-macrophage colony-stimulating factor and macrophage-colony stimulating factor receptor; all three genes may be implicated in the 5-q syndrome. A translocation between chromosomes 5 and 12, that fuses this gene to that of the ETV6 gene, results in chronic myeloproliferative disorder with eosinophilia. [provided by RefSeq, Aug 2017]"
5157,"This gene encodes a protein with significant sequence similarity to the ligand binding domain of platelet-derived growth factor receptor beta. Mutations in this gene, or deletion of a chromosomal segment containing this gene, are associated with sporadic hepatocellular carcinomas, colorectal cancers, and non-small cell lung cancers. This suggests this gene product may function as a tumor suppressor. [provided by RefSeq, Jul 2008]"
5160,"The pyruvate dehydrogenase (PDH) complex is a nuclear-encoded mitochondrial multienzyme complex that catalyzes the overall conversion of pyruvate to acetyl-CoA and CO(2), and provides the primary link between glycolysis and the tricarboxylic acid (TCA) cycle. The PDH complex is composed of multiple copies of three enzymatic components: pyruvate dehydrogenase (E1), dihydrolipoamide acetyltransferase (E2) and lipoamide dehydrogenase (E3). The E1 enzyme is a heterotetramer of two alpha and two beta subunits. This gene encodes the E1 alpha 1 subunit containing the E1 active site, and plays a key role in the function of the PDH complex. Mutations in this gene are associated with pyruvate dehydrogenase E1-alpha deficiency and X-linked Leigh syndrome. Alternatively spliced transcript variants encoding different isoforms have been found for this gene.[provided by RefSeq, Mar 2010]"
5162,"The pyruvate dehydrogenase (PDH) complex is a nuclear-encoded mitochondrial multienzyme complex that catalyzes the overall conversion of pyruvate to acetyl-CoA and carbon dioxide, and provides the primary link between glycolysis and the tricarboxylic acid (TCA) cycle. The PDH complex is composed of multiple copies of three enzymatic components: pyruvate dehydrogenase (E1), dihydrolipoamide acetyltransferase (E2) and lipoamide dehydrogenase (E3). The E1 enzyme is a heterotetramer of two alpha and two beta subunits. This gene encodes the E1 beta subunit. Mutations in this gene are associated with pyruvate dehydrogenase E1-beta deficiency. Alternatively spliced transcript variants have been found for this gene. [provided by RefSeq, Mar 2012]"
8050,"The pyruvate dehydrogenase (PDH) complex is located in the mitochondrial matrix and catalyzes the conversion of pyruvate to acetyl coenzyme A. The PDH complex thereby links glycolysis to Krebs cycle. The PDH complex contains three catalytic subunits, E1, E2, and E3, two regulatory subunits, E1 kinase and E1 phosphatase, and a non-catalytic subunit, E3 binding protein (E3BP). This gene encodes the E3 binding protein subunit; also known as component X of the pyruvate dehydrogenase complex. This protein tethers E3 dimers to the E2 core of the PDH complex. Defects in this gene are a cause of pyruvate dehydrogenase deficiency which results in neurological dysfunction and lactic acidosis in infancy and early childhood. This protein is also a minor antigen for antimitochondrial antibodies. These autoantibodies are present in nearly 95% of patients with the autoimmune liver disease primary biliary cirrhosis (PBC). In PBC, activated T lymphocytes attack and destroy epithelial cells in the bile duct where this protein is abnormally distributed and overexpressed. PBC eventually leads to cirrhosis and liver failure. Alternative splicing results in multiple transcript variants encoding distinct isoforms.[provided by RefSeq, Oct 2009]"
5165,"The pyruvate dehydrogenase (PDH) complex is a nuclear-encoded mitochondrial multienzyme complex that catalyzes the overall conversion of pyruvate to acetyl-CoA and CO(2). It provides the primary link between glycolysis and the tricarboxylic acid (TCA) cycle, and thus is one of the major enzymes responsible for the regulation of glucose metabolism. The enzymatic activity of PDH is regulated by a phosphorylation/dephosphorylation cycle, and phosphorylation results in inactivation of PDH. The protein encoded by this gene is one of the three pyruvate dehydrogenase kinases that inhibits the PDH complex by phosphorylation of the E1 alpha subunit. This gene is predominantly expressed in the heart and skeletal muscles. Alternatively spliced transcript variants encoding different isoforms have been found for this gene. [provided by RefSeq, Mar 2010]"
5166,"This gene is a member of the PDK/BCKDK protein kinase family and encodes a mitochondrial protein with a histidine kinase domain. This protein is located in the matrix of the mitrochondria and inhibits the pyruvate dehydrogenase complex by phosphorylating one of its subunits, thereby contributing to the regulation of glucose metabolism. Expression of this gene is regulated by glucocorticoids, retinoic acid and insulin. [provided by RefSeq, Jul 2008]"
64236,"This gene encodes a member of the ALP subfamily of PDZ-LIM domain proteins. The encoded protein suppresses anchorage-dependent growth and promotes cell migration and adhesion through interactions with the actin cytoskeleton via the PDZ domain. The encoded protein is also a putative tumor suppressor protein, and decreased expression of this gene is associated with several malignancies including breast cancer and adult T-cell leukemia. Alternatively spliced transcript variants encoding multiple isoforms have been observed for this gene. [provided by RefSeq, Oct 2011]"
27295,"The protein encoded by this gene contains a PDZ domain and a LIM domain, indicating that it may be involved in cytoskeletal assembly. In support of this, the encoded protein has been shown to bind the spectrin-like repeats of alpha-actinin-2 and to colocalize with alpha-actinin-2 at the Z lines of skeletal muscle. Alternatively spliced transcript variants encoding multiple isoforms have been observed for this gene. Aberrant alternative splicing of this gene may play a role in myotonic dystrophy. [provided by RefSeq, Apr 2012]"
8572,"This gene encodes a protein which may be involved in bone development. Mutations in this gene are associated with susceptibility to osteoporosis. [provided by RefSeq, Nov 2009]"
54704,"Pyruvate dehydrogenase (E1) is one of the three components (E1, E2, and E3) of the large pyruvate dehydrogenase complex. Pyruvate dehydrogenase kinases catalyze phosphorylation of serine residues of E1 to inactivate the E1 component and inhibit the complex. Pyruvate dehydrogenase phosphatases catalyze the dephosphorylation and activation of the E1 component to reverse the effects of pyruvate dehydrogenase kinases. Pyruvate dehydrogenase phosphatase is a heterodimer consisting of catalytic and regulatory subunits. Two catalytic subunits have been reported; one is predominantly expressed in skeletal muscle and another one is is much more abundant in the liver. The catalytic subunit, encoded by this gene, is the former, and belongs to the protein phosphatase 2C (PP2C) superfamily. Along with the pyruvate dehydrogenase complex and pyruvate dehydrogenase kinases, this enzyme is located in the mitochondrial matrix. Mutation in this gene causes pyruvate dehydrogenase phosphatase deficiency. Multiple alternatively spliced transcript variants encoding different isoforms have been identified.[provided by RefSeq, Jun 2009]"
57546,"This gene is a mitochondrial protein that functions as a phosphatase and is involved in the enzymatic resetting of the pyruvate dehydrogenase complex. Alternative splicing results in multiple transcript variants encoding the same protein. [provided by RefSeq, Aug 2016]"
55066,"Pyruvate dehydrogenase complex (PDC) catalyzes the oxidative decarboxylation of pyruvate and links glycolysis to the tricarboxylic acid cycle and fatty acid synthesis. The dephosphorylation and reactivation of PDC is catalyzed by pyruvate dehydrogenase phosphatase (PDP). The dimeric PDP has a catalytic subunit and a regulatory subunit. This gene encodes the FAD-containing regulatory subunit of PDP. The encoded protein acts to decrease the sensitivity of the PDP catalytic subunit to magnesium ions. Alternative splicing results in multiple transcript variants encoding different isoforms. [provided by RefSeq, Jan 2017]"
23244,"The protein encoded by this gene binds to the cohesin complex and associates with chromatin through most of the cell cycle. The encoded protein may play a role in regulating sister chromatid cohesion during mitosis. Two transcript variants encoding different isoforms have been found for this gene. [provided by RefSeq, May 2010]"
23047,"This gene encodes a protein that interacts with the conserved protein complex termed cohesin. The cohesin complex holds together sister chromatids and facilitates accurate chromosome segregation during mitosis and meiosis. This protein is also a negative regulator of cell proliferation and may be a tumor-suppressor gene. [provided by RefSeq, Jul 2015]"
23590,"The protein encoded by this gene is an enzyme that elongates the prenyl side-chain of coenzyme Q, or ubiquinone, one of the key elements in the respiratory chain. The gene product catalyzes the formation of all trans-polyprenyl pyrophosphates from isopentyl diphosphate in the assembly of polyisoprenoid side chains, the first step in coenzyme Q biosynthesis. The protein may be peripherally associated with the inner mitochondrial membrane, though no transit peptide has been definitively identified to date. Defects in this gene are a cause of coenzyme Q10 deficiency. [provided by RefSeq, Jul 2008]"
57107,"The protein encoded by this gene is an enzyme that synthesizes the prenyl side-chain of coenzyme Q, or ubiquinone, one of the key elements in the respiratory chain. The gene product catalyzes the formation of all trans-polyprenyl pyrophosphates from isopentyl diphosphate in the assembly of polyisoprenoid side chains, the first step in coenzyme Q biosynthesis. Defects in this gene are a cause of coenzyme Q10 deficiency.[provided by RefSeq, Oct 2009]"
3651,"The protein encoded by this gene is a transcriptional activator of several genes, including insulin, somatostatin, glucokinase, islet amyloid polypeptide, and glucose transporter type 2. The encoded nuclear protein is involved in the early development of the pancreas and plays a major role in glucose-dependent regulation of insulin gene expression. Defects in this gene are a cause of pancreatic agenesis, which can lead to early-onset insulin-dependent diabetes mellitus (IDDM), as well as maturity onset diabetes of the young type 4 (MODY4). [provided by RefSeq, Aug 2017]"
5173,"The protein encoded by this gene is a preproprotein that is proteolytically processed to form the secreted opioid peptides beta-neoendorphin, dynorphin, leu-enkephalin, rimorphin, and leumorphin. These peptides are ligands for the kappa-type of opioid receptor. Dynorphin is involved in modulating responses to several psychoactive substances, including cocaine. Multiple alternatively spliced transcript variants encoding the same protein have been found for this gene. [provided by RefSeq, Jul 2010]"
23037,"The protein encoded by this gene contains six PDZ domains and shares sequence similarity with pro-interleukin-16 (pro-IL-16). Like pro-IL-16, the encoded protein localizes to the endoplasmic reticulum and is thought to be cleaved by a caspase to produce a secreted peptide containing two PDZ domains. In addition, this gene is upregulated in primary prostate tumors and may be involved in the early stages of prostate tumorigenesis. [provided by RefSeq, Dec 2015]"
79955,"This gene encodes a ciliary protein homologous to proteins which are mutated in Usher syndrome patients, and mutations and translocations involving this gene have been associated with two types of Usher syndrome. Multiple transcript variants encoding different isoforms have been found for this gene. [provided by RefSeq, Dec 2010]"
5174,"This gene encodes a PDZ domain-containing scaffolding protein. PDZ domain-containing molecules bind to and mediate the subcellular localization of target proteins. The encoded protein mediates the localization of cell surface proteins and plays a critical role in cholesterol metabolism by regulating the HDL receptor, scavenger receptor class B type 1. Single nucleotide polymorphisms in this gene may be associated with metabolic syndrome, and overexpression of this gene may play a role in drug resistance of multiple myeloma. Pseudogenes of this gene are located on the long arm of chromosome 1. Alternatively spliced transcript variants encoding multiple isoforms have been observed for this gene. [provided by RefSeq, Jan 2011]"
23024,"This gene encodes a member of the LNX (Ligand of Numb Protein-X) family of RING-type ubiquitin E3 ligases. This protein may function in vascular morphogenesis and the differentiation of adipocytes, osteoblasts and myoblasts. This protein may be targeted for degradation by the human papilloma virus E6 protein. Alternative splicing results in multiple transcript variants. [provided by RefSeq, Dec 2014]"
79834,"This gene encodes a non-receptor tyrosine kinase that is a member of the new kinase family three (NFK3) family. In migrating cells, the encoded protein is associated with the actin cytoskeleton and focal adhesions and promotes developing focal adhesion elongation. This protein may play a role in the regulation of cell migration, proliferation and cancer metastasis. [provided by RefSeq, Mar 2014]"
5175,"The protein encoded by this gene is found on the surface of platelets, monocytes, neutrophils, and some types of T-cells, and makes up a large portion of endothelial cell intercellular junctions. The encoded protein is a member of the immunoglobulin superfamily and is likely involved in leukocyte migration, angiogenesis, and integrin activation. [provided by RefSeq, May 2010]"
23089,"This is a paternally expressed imprinted gene that is thought to have been derived from the Ty3/Gypsy family of retrotransposons. It contains two overlapping open reading frames, RF1 and RF2, and expresses two proteins: a shorter, gag-like protein (with a CCHC-type zinc finger domain) from RF1; and a longer, gag/pol-like fusion protein (with an additional aspartic protease motif) from RF1/RF2 by -1 translational frameshifting (-1 FS). While -1 FS has been observed in RNA viruses and transposons in both prokaryotes and eukaryotes, this gene represents the first example of -1 FS in a eukaryotic cellular gene. This gene is highly conserved across mammalian species and retains the heptanucleotide (GGGAAAC) and pseudoknot elements required for -1 FS. It is expressed in adult and embryonic tissues (most notably in placenta) and reported to have a role in cell proliferation, differentiation and apoptosis. Overexpression of this gene has been associated with several malignancies, such as hepatocellular carcinoma and B-cell lymphocytic leukemia. Knockout mice lacking this gene showed early embryonic lethality with placental defects, indicating the importance of this gene in embryonic development. Additional isoforms resulting from alternatively spliced transcript variants, and use of upstream non-AUG (CUG) start codon have been reported for this gene. [provided by RefSeq, Oct 2014]"
5178,"In human, ZIM2 and PEG3 are treated as two distinct genes though they share multiple 5' exons and a common promoter and both genes are paternally expressed (PMID:15203203). Alternative splicing events connect their shared 5' exons either with the remaining 4 exons unique to ZIM2, or with the remaining 2 exons unique to PEG3. In contrast, in other mammals ZIM2 does not undergo imprinting and, in mouse, cow, and likely other mammals as well, the ZIM2 and PEG3 genes do not share exons. Human PEG3 protein belongs to the Kruppel C2H2-type zinc finger protein family. PEG3 may play a role in cell proliferation and p53-mediated apoptosis. PEG3 has also shown tumor suppressor activity and tumorigenesis in glioma and ovarian cells. Alternative splicing of this PEG3 gene results in multiple transcript variants encoding distinct isoforms. [provided by RefSeq, Sep 2009]"
246330,"The protein encoded by this gene is a scaffold protein and an intermediate signaling protein in the innate immune response pathway. The encoded protein helps transmit the immune response signal from Toll-like receptors to IRAK1/TRAF6 complexes. Several transcript variants encoding different isoforms have been found for this gene.[provided by RefSeq, Jul 2011]"
5184,"This gene encodes a member of the peptidase family. The protein forms a homodimer that hydrolyzes dipeptides or tripeptides with C-terminal proline or hydroxyproline residues. The enzyme serves an important role in the recycling of proline, and may be rate limiting for the production of collagen. Mutations in this gene result in prolidase deficiency, which is characterized by the excretion of large amount of di- and tri-peptides containing proline. Multiple transcript variants encoding different isoforms have been found for this gene.[provided by RefSeq, Oct 2009]"
8864,"This gene is a member of the Period family of genes and is expressed in a circadian pattern in the suprachiasmatic nucleus, the primary circadian pacemaker in the mammalian brain. Genes in this family encode components of the circadian rhythms of locomotor activity, metabolism, and behavior. This gene is upregulated by CLOCK/ARNTL heterodimers but then represses this upregulation in a feedback loop using PER/CRY heterodimers to interact with CLOCK/ARNTL. Polymorphisms in this gene may increase the risk of getting certain cancers and have been linked to sleep disorders. [provided by RefSeq, Jan 2014]"
8863,"This gene is a member of the Period family of genes and is expressed in a circadian pattern in the suprachiasmatic nucleus, the primary circadian pacemaker in the mammalian brain. Genes in this family encode components of the circadian rhythms of locomotor activity, metabolism, and behavior. This gene is upregulated by CLOCK/ARNTL heterodimers but then represses this upregulation in a feedback loop using PER/CRY heterodimers to interact with CLOCK/ARNTL. Polymorphisms in this gene have been linked to sleep disorders. Multiple transcript variants encoding different isoforms have been found for this gene. [provided by RefSeq, Jan 2014]"
100131801,"Mitochondrial complex IV, or cytochrome c oxidase, is a large transmembrane protein complex that is part of the respiratory electron transport chain of mitochondria. The small protein encoded by this gene plays a role in the biogenesis of mitochondrial complex IV. This protein localizes to the inner mitochondrial membrane and is exposed to the intermembrane space. Mutations in this gene are associated with mitochondrial complex IV deficiency. This gene has a pseudogene on chromosome 3. Alternative splicing results in multiple transcript variants. [provided by RefSeq, Apr 2014]"
5189,"This gene encodes a member of the AAA ATPase family, a large group of ATPases associated with diverse cellular activities. This protein is cytoplasmic but is often anchored to a peroxisomal membrane where it forms a heteromeric complex and plays a role in the import of proteins into peroxisomes and peroxisome biogenesis. Mutations in this gene have been associated with complementation group 1 peroxisomal disorders such as neonatal adrenoleukodystrophy, infantile Refsum disease, and Zellweger syndrome. Alternatively spliced transcript variants have been found for this gene. [provided by RefSeq, Sep 2013]"
5192,"This gene encodes a protein involved in import of peroxisomal matrix proteins. This protein localizes to the peroxisomal membrane. Mutations in this gene result in phenotypes within the Zellweger spectrum of peroxisomal biogenesis disorders, ranging from neonatal adrenoleukodystrophy to Zellweger syndrome. Alternative splicing results in two transcript variants encoding different isoforms. [provided by RefSeq, Jul 2008]"
8799,"The protein encoded by this gene facilitates peroxisomal proliferation and interacts with PEX19. The encoded protein is found in the peroxisomal membrane. Several transcript variants, some protein-coding and some not protein-coding, have been found for this gene. [provided by RefSeq, Dec 2012]"
5193,"This gene belongs to the peroxin-12 family. Peroxins (PEXs) are proteins that are essential for the assembly of functional peroxisomes. The peroxisome biogenesis disorders (PBDs) are a group of genetically heterogeneous autosomal recessive, lethal diseases characterized by multiple defects in peroxisome function. The peroxisomal biogenesis disorders are a heterogeneous group with at least 14 complementation groups and with more than 1 phenotype being observed in cases falling into particular complementation groups. Although the clinical features of PBD patients vary, cells from all PBD patients exhibit a defect in the import of one or more classes of peroxisomal matrix proteins into the organelle. Defects in this gene are a cause of Zellweger syndrome (ZWS). [provided by RefSeq, Oct 2008]"
5194,"This gene encodes a peroxisomal membrane protein that binds the type 1 peroxisomal targeting signal receptor via a SH3 domain located in the cytoplasm. Mutations and deficiencies in peroxisomal protein importing and peroxisome assembly lead to peroxisomal biogenesis disorders, an example of which is Zellweger syndrome. [provided by RefSeq, Oct 2008]"
5195,"This gene encodes an essential component of the peroxisomal import machinery. The protein is integrated into peroxisome membranes with its C-terminus exposed to the cytosol, and interacts with the cytosolic receptor for proteins containing a PTS1 peroxisomal targeting signal. The protein also functions as a transcriptional corepressor and interacts with a histone deacetylase. A mutation in this gene results in one form of Zellweger syndrome. [provided by RefSeq, Jul 2008]"
9409,"The protein encoded by this gene is an integral peroxisomal membrane protein. An inactivating nonsense mutation localized to this gene was observed in a patient with Zellweger syndrome of the complementation group CGD/CG9. Expression of this gene product morphologically and biochemically restores the formation of new peroxisomes, suggesting a role in peroxisome organization and biogenesis. Alternative splicing has been observed for this gene and two variants have been described. [provided by RefSeq, Jul 2008]"
5824,"This gene is necessary for early peroxisomal biogenesis. It acts both as a cytosolic chaperone and as an import receptor for peroxisomal membrane proteins (PMPs). Peroxins (PEXs) are proteins that are essential for the assembly of functional peroxisomes. The peroxisome biogenesis disorders (PBDs) are a group of genetically heterogeneous autosomal recessive, lethal diseases characterized by multiple defects in peroxisome function. These disorders have at least 14 complementation groups, with more than one phenotype being observed for some complementation groups. Although the clinical features of PBD patients vary, cells from all PBD patients exhibit a defect in the import of one or more classes of peroxisomal matrix proteins into the organelle. Defects in this gene are a cause of Zellweger syndrome (ZWS), as well as peroxisome biogenesis disorder complementation group 14 (PBD-CG14), which is also known as PBD-CGJ. Alternative splicing results in multiple transcript variants. [provided by RefSeq, Aug 2010]"
5828,"This gene encodes an integral peroxisomal membrane protein required for peroxisome biogenesis. The protein is thought to be involved in peroxisomal matrix protein import. Mutations in this gene result in one form of Zellweger syndrome and infantile Refsum disease. Alternative splicing results in multiple transcript variants encoding the same protein. [provided by RefSeq, Jul 2008]"
